country,datadate,ew_return,vw_return
AUT,2024-02-29,-0.06819304189813939,-0.18508142022460142
AUT,2024-03-31,-0.04453683110532349,-0.07239244092371858
AUT,2024-04-30,-0.04933797803603944,-0.025614489936384665
AUT,2024-05-31,-0.028982503268621743,0.06039407500343019
AUT,2024-06-30,-0.04984457245603658,-0.04982547254830829
AUT,2024-07-31,-0.05048752504555038,7.009859640849765e-05
AUT,2024-08-31,-0.04919023328832951,-0.018301706127112096
AUT,2024-09-30,-0.06328853928518209,-0.10733332237526608
AUT,2024-10-31,-0.060027825233723936,-0.0932799360085815
AUT,2024-11-30,-0.05382264556478673,-0.02495909263151949
AUT,2024-12-31,-0.03751024328020658,0.02363874251917292
BRA,2020-03-31,-0.08439930082970643,-0.3292357529890634
BRA,2020-04-30,0.025009824541205275,0.25738191441910246
BRA,2020-05-31,0.00027773673750454983,0.12368074395789484
BRA,2020-06-30,0.08053058564771541,0.059887753166514096
BRA,2020-07-31,-0.009053838638428116,-0.03824088594279577
BRA,2020-08-31,-0.033273225063930954,-0.04321537190819964
BRA,2020-09-30,-0.06574358418233749,-0.11685289768567862
BRA,2020-10-31,-0.05556846275625226,-0.1298888731824292
BRA,2020-11-30,0.03722199823911,0.03230797475566104
BRA,2020-12-31,0.019402983103564517,-0.07166822730032393
BRA,2021-01-31,-0.04437124247010413,-0.07196160868038448
BRA,2021-02-28,-0.06763532153198995,-0.10536837423668267
BRA,2021-03-31,-0.01858180050473391,-0.07013276183424358
BRA,2021-04-30,0.01688830163585506,-0.04441480321395196
BRA,2021-05-31,-0.0033909877471259304,0.0013875199324881815
BRA,2021-06-30,0.0026648276634186146,0.02329635494655424
BRA,2021-07-31,-0.06798696672065534,-0.11652485924235585
BRA,2021-08-31,-0.07021251912094006,-0.10872479461219199
BRA,2021-09-30,-0.08843013155025829,-0.1428078641554448
BRA,2021-10-31,-0.10854561365991011,-0.1615088462498032
BRA,2021-11-30,-0.06165950562452341,-0.0932987252535579
BRA,2021-12-31,-0.010633385190828534,-0.04462240723457857
BRA,2022-01-31,-0.022404619161590186,-0.04752758661359825
BRA,2022-02-28,-0.061452718649090396,-0.09394522386628852
BRA,2022-03-31,0.006248747554729284,0.07931865200823972
BRA,2022-04-30,-0.09676720319868967,-0.13882597761206544
BRA,2022-05-31,-0.0525390806160271,-0.0641295327200602
BRA,2022-06-30,-0.12661107779881045,-0.1362468063034222
BRA,2022-07-31,0.005528875095959881,0.02183593533635266
BRA,2022-08-31,0.016675621948650136,0.16170154932462866
BRA,2022-09-30,-0.03924243831263383,-0.005286922386682373
BRA,2022-10-31,-0.006456344978786712,-0.07532671517074081
BRA,2022-11-30,-0.10312935617677937,-0.14757367468122937
BRA,2022-12-31,-0.055878846925192106,-0.01609208039252915
BRA,2023-01-31,-0.005978291898709391,0.08780594463634973
BRA,2023-02-28,-0.08380724953558454,-0.12087892531477189
BRA,2023-03-31,-0.0517367416126649,-0.113520710557098
BRA,2023-04-30,-0.0227314815453901,0.014896240527047577
BRA,2023-05-31,0.03963096418040868,0.21459540410153952
BRA,2023-06-30,0.05017386364659809,0.045211178306292156
BRA,2023-07-31,-0.008966686718150966,0.035851304519178076
BRA,2023-08-31,-0.06975494734162971,-0.12097900368055078
BRA,2023-09-30,-0.04300536179848805,-0.06372603613339096
BRA,2023-10-31,-0.0790991908523185,-0.12118714596793571
BRA,2023-11-30,0.04158141086102472,0.20882244542996975
BRA,2023-12-31,0.006165941168144584,0.049518669276921015
BRA,2024-01-31,-0.0684022283131036,-0.05355100522948614
BRA,2024-02-29,-0.026135255347812917,0.008368438056191283
BRA,2024-03-31,-0.026516602342815155,-0.0069343753701227775
BRA,2024-04-30,-0.07382280887620153,-0.03707448879948251
BRA,2024-05-31,-0.05389395497823784,-0.0009672017734502511
BRA,2024-06-30,-0.054550525333784204,0.009507360786499065
BRA,2024-07-31,-0.019620293388005562,0.05251306691025457
BRA,2024-08-31,-0.011648827392111406,0.07003006149984191
BRA,2024-09-30,-0.058783049628463944,-0.022734075611193637
BRA,2024-10-31,-0.04422415050074518,-0.026123019660516743
BRA,2024-11-30,-0.06865550174273193,-0.06571653782164476
BRA,2024-12-31,-0.08712152962023105,-0.06783285817341782
BRB,2020-04-30,0.022132114798781483,0.08747380906522827
BRB,2020-05-31,-0.3397309952541525,-0.5889772935607394
BRB,2020-06-30,-0.37525000000000003,-0.04264189714237377
BRB,2020-07-31,-0.32664255453430874,-0.15850033133946193
BRB,2020-08-31,-0.3360656530686425,-0.014336784534063462
BRB,2020-09-30,-0.30396825396825394,0.009278554151538507
BRB,2020-10-31,-0.4987883074021688,-0.4447958494563196
BRB,2020-11-30,0.030473484848484816,-0.02065054798564413
BRB,2020-12-31,-0.3672294815418307,-0.019768943838539617
BRB,2021-01-31,0.022419786096256684,0.007105837765825531
BRB,2021-02-28,0.02712863788813154,-0.03928750865804024
BRB,2021-03-31,0.019091827712517346,0.0088093498726712
BRB,2021-04-30,-0.0468208290510449,-0.08423571158999356
BRB,2021-05-31,-0.02311698717948718,-0.03864955979716764
BRB,2021-06-30,-0.3942671303402445,-0.004571132324381224
BRB,2021-07-31,-0.025940432307522892,-0.10040420330193979
BRB,2021-08-31,-0.33583333333333326,0.01961739103910544
BRB,2021-09-30,0.039135996456189336,-0.01791637136247356
BRB,2021-10-31,-0.01857607101377412,-0.040059825687263344
BRB,2021-11-30,0.03364738854642627,-0.10907172884675105
BRB,2021-12-31,0.02842123573164716,0.034560494642926036
BRB,2022-01-31,-0.0306798418972332,-0.0007225132136488513
BRB,2022-02-28,-0.0461259666901932,-0.03203691133837663
BRB,2022-03-31,0.008434231666447634,-0.014596208574767976
BRB,2022-04-30,-0.19975033674823284,0.04215411792006496
BRB,2022-05-31,-0.40457848619875003,-0.06674927701915961
BRB,2022-06-30,-0.2982204337133915,-0.012448585639868143
BRB,2022-07-31,-0.3249019607843137,0.009996678099722453
BRB,2022-08-31,-0.277637232763524,-0.0055769586390609985
BRB,2022-09-30,-0.30703976185754184,0.01598449988667419
BRB,2022-10-31,-0.33907210114261527,-0.017929936237435048
BRB,2022-11-30,-0.24651111606017917,0.021216432821496142
BRB,2022-12-31,-0.2889465134047446,0.06318307122627878
BRB,2023-01-31,-0.08120060644672591,0.10725556228142843
BRB,2023-02-28,-0.28721672377112395,0.016427437936769564
BRB,2023-03-31,-0.22728495110235067,0.15192795634834558
BRB,2023-04-30,-0.41663644835344904,0.007370625202730627
BRB,2023-05-31,-0.2788404923092886,-0.021142118936962735
BRB,2023-06-30,-0.35446838958437693,-0.00837078677955503
BRB,2023-07-31,-0.32185639220661927,-0.0014492576609468624
BRB,2023-08-31,-0.3520643980454956,-0.019829959225992164
BRB,2023-09-30,-0.27772016319001863,-0.0005097996767129354
BRB,2023-10-31,-0.40120519273699323,-0.03508247269935358
BRB,2023-11-30,-0.33388728714897603,0.019960010626487324
BRB,2023-12-31,-0.27985251132165456,0.005928273043307611
BRB,2024-01-31,-0.3287360781977074,0.001057052033956535
BRB,2024-02-29,-0.3302772825125137,-0.0015179924025138368
BRB,2024-03-31,-0.34945323331352746,0.0013682662531891063
BRB,2024-04-30,-0.3574895169710169,-0.014393512076214691
BRB,2024-05-31,-0.3090911931005363,-0.002909709021916081
BRB,2024-06-30,-0.381425942619472,-0.005155450208713688
BRB,2024-07-31,-0.33308501512483635,-0.006243988665777992
BRB,2024-08-31,-0.49336553984049347,0.005760203132593164
BRB,2024-09-30,-0.4887201004611331,0.013471798819589225
BRB,2024-10-31,-0.49187793040293043,0.007128890686524365
BRB,2024-11-30,-0.21295026974028772,0.1303852780863202
BRB,2024-12-31,-0.3868112725316115,0.012343623412039515
DEU,2020-03-31,-0.026924091824898043,-0.19465093269621792
DEU,2020-04-30,0.04380990770548292,-0.15416974795607866
DEU,2020-05-31,0.011992634871363443,-0.15569035132785805
DEU,2020-06-30,-0.00309070779497038,-0.13582997996182777
DEU,2020-07-31,-0.016368025712956702,-0.12253775986398864
DEU,2020-08-31,0.007992523277111916,-0.07214955218971911
DEU,2020-09-30,-0.02380109972351423,-0.11849619540001123
DEU,2020-10-31,-0.035548258669874135,-0.14425935075585303
DEU,2020-11-30,0.058467351532601436,-0.007317975739410348
DEU,2020-12-31,0.003186445018476365,-0.08286895050191836
DEU,2021-01-31,0.008130454735994413,-0.1047445165142992
DEU,2021-02-28,-0.00272712395301345,-0.13395461405981063
DEU,2021-03-31,-0.010767216609496711,-0.12539532955592905
DEU,2021-04-30,-0.01329047905161418,-0.12007795806149246
DEU,2021-05-31,-0.012505395848742978,-0.11594951042381793
DEU,2021-06-30,-0.0017179262976560084,-0.11610893137024748
DEU,2021-07-31,-0.01900981210096397,-0.0861728743986689
DEU,2021-08-31,0.001382612891414293,-0.08122170054513358
DEU,2021-09-30,-0.030558242655472717,-0.12011566234891474
DEU,2021-10-31,-0.019975577542906246,-0.05460360986406787
DEU,2021-11-30,-0.03641966111471349,-0.11456408877506782
DEU,2021-12-31,-0.01223122481466961,-0.07043451383406941
DEU,2022-01-31,-0.03139064169448039,-0.07258130991834952
DEU,2022-02-28,-0.03992586363949378,-0.14389014224986976
DEU,2022-03-31,-0.015193462579938054,-0.11193857701671778
DEU,2022-04-30,-0.03125018310379807,-0.13065348196214577
DEU,2022-05-31,-0.03229569687338655,-0.13950289832084783
DEU,2022-06-30,-0.06622042126028468,-0.19229420912025347
DEU,2022-07-31,-0.013307921835949811,-0.04305854739225565
DEU,2022-08-31,-0.032682609130930164,-0.09571650213975617
DEU,2022-09-30,-0.07706324528664463,-0.1184750828624649
DEU,2022-10-31,-0.00026748121307714406,-0.021546112098208437
DEU,2022-11-30,0.007825953801192387,0.007542762020150248
DEU,2022-12-31,-0.037575555903969854,-0.1909805122866356
DEU,2023-01-31,0.018759607465299557,-0.056438427060612785
DEU,2023-02-28,-0.027048100502466782,-0.22259196316567723
DEU,2023-03-31,-0.037381903344269135,-0.17544964125582024
DEU,2023-04-30,-0.026202510562686087,-0.15202804302167755
DEU,2023-05-31,-0.03672129138423447,-0.2053923446752393
DEU,2023-06-30,-0.022057971613820306,-0.14546709667603958
DEU,2023-07-31,-0.027255094986042297,-0.18812593101625966
DEU,2023-08-31,-0.051666219391574585,-0.21357107572783435
DEU,2023-09-30,-0.04216548235037968,-0.18326047770551218
DEU,2023-10-31,-0.06287908839328989,-0.1857265151776637
DEU,2023-11-30,-0.012236011502463392,-0.13038184544422524
DEU,2023-12-31,-0.010734214881602666,-0.19992052642066171
DEU,2024-01-31,-0.03181057894392081,-0.14046444288550164
DEU,2024-02-29,-0.03397804369199689,-0.13688630712481117
DEU,2024-03-31,-0.013845740723917865,-0.18677720618793828
DEU,2024-04-30,-0.019506759932933555,-0.23892688874616153
DEU,2024-05-31,-0.014618223732770668,-0.2060891332907657
DEU,2024-06-30,-0.04517655049017117,-0.2898898273051785
DEU,2024-07-31,-0.03306356805231962,-0.25211024058569875
DEU,2024-08-31,-0.03497828510298207,-0.24336297068438395
DEU,2024-09-30,-0.02408080929619972,-0.26423543989545323
DEU,2024-10-31,-0.03647383830612489,-0.24820990182567917
DEU,2024-11-30,-0.03379569033996433,-0.19225354695328908
DEU,2024-12-31,-0.02875505692676421,-0.15938660423558315
FIN,2020-03-31,-0.060729860848912666,-0.12198035030534134
FIN,2020-04-30,0.010697158899602629,-0.027787833751784383
FIN,2020-05-31,-0.021893633116126444,0.15752240722880073
FIN,2020-06-30,-0.035188756957187914,-0.09695006940631444
FIN,2020-07-31,-0.02294318658480291,-0.08110498006715294
FIN,2020-08-31,-0.018596979647150725,0.1294452683179062
FIN,2020-09-30,-0.042440359800904624,-0.0793694002034721
FIN,2020-10-31,-0.0481107192790028,-0.08389323731280304
FIN,2020-11-30,0.012555181229432512,0.30091402072285384
FIN,2020-12-31,0.011802594456869568,-0.014192515010608621
FIN,2021-01-31,-0.02410912920030727,0.1426927820059617
FIN,2021-02-28,-0.02428317169002923,-0.08985516091840935
FIN,2021-03-31,-0.027484186727134343,-0.020746043423332045
FIN,2021-04-30,0.0023248596194826096,-0.005720186626993346
FIN,2021-05-31,-0.04474895279484856,-0.056950611327416314
FIN,2021-06-30,-0.039340492653828295,-0.05534867424605087
FIN,2021-07-31,-0.021464035780431538,0.2001206033292368
FIN,2021-08-31,-0.025562598048745135,-0.033920494794980785
FIN,2021-09-30,-0.07449981882751282,-0.2062609541744559
FIN,2021-10-31,-0.02023603244953718,-0.08374022090291365
FIN,2021-11-30,-0.061005224070332625,-0.1364821462852895
FIN,2021-12-31,-0.022344514603869756,-0.03884265395482179
FIN,2022-01-31,-0.0676945307076726,-0.1339964494588888
FIN,2022-02-28,-0.08587970221237338,-0.18626457810136826
FIN,2022-03-31,-0.040474859661203066,-0.11166108280950396
FIN,2022-04-30,-0.06373713127812591,-0.1204043871427082
FIN,2022-05-31,-0.055939955405912956,-0.1270662259944026
FIN,2022-06-30,-0.07810195672662792,-0.1759221304610076
FIN,2022-07-31,-0.025471187262901915,-0.07481832393463116
FIN,2022-08-31,-0.059442704810530364,0.11663602996265933
FIN,2022-09-30,-0.10800359133637584,-0.18710351035964629
FIN,2022-10-31,-0.01596569217362034,-0.07033537069169574
FIN,2022-11-30,-0.006705914244367747,-0.05477912044017972
FIN,2022-12-31,-0.04451636440957584,-0.12426239445945154
FIN,2023-01-31,0.004289279383364591,-0.08567325839866216
FIN,2023-02-28,-0.0282058048201081,-0.10038503369230047
FIN,2023-03-31,-0.0539883121224087,-0.1605766327668045
FIN,2023-04-30,-0.026455118436006248,-0.09815889340615515
FIN,2023-05-31,-0.05717084768209012,-0.16503393366174945
FIN,2023-06-30,-0.044115990521547126,-0.12440425412433787
FIN,2023-07-31,-0.04001901571769714,-0.12859424005626754
FIN,2023-08-31,-0.05220255678577697,-0.12909348808878807
FIN,2023-09-30,-0.05288628975579639,0.202714202943433
FIN,2023-10-31,-0.07954235172135662,-0.1713879354900087
FIN,2023-11-30,-0.008678131216589589,-0.17089485662581239
FIN,2023-12-31,-0.025005376674019298,0.25694142280598053
FIN,2024-01-31,-0.01883384139555201,-0.17298633383037465
FIN,2024-02-29,-0.05004132477671263,-0.15417580132926173
FIN,2024-03-31,-0.025244789249900503,-0.1606448507229072
FIN,2024-04-30,-0.02599328949458777,-0.1325705641794612
FIN,2024-05-31,-0.005079464935621652,-0.10930481486749877
FIN,2024-06-30,-0.046928995437835984,-0.18094413400854803
FIN,2024-07-31,-0.027925307536995462,-0.15051474106778148
FIN,2024-08-31,-0.02489354419616103,-0.11178476866085744
FIN,2024-09-30,-0.030190735842021466,-0.12487038873805732
FIN,2024-10-31,-0.05654772125908449,-0.17553305222763974
FIN,2024-11-30,-0.05268681029424694,-0.18872291994131302
FIN,2024-12-31,-0.03938556830003205,-0.19540954863548948
FRA,2020-03-31,-0.02361061608638499,0.0025997843474247504
FRA,2020-04-30,0.04363478460372784,-0.05216724761044286
FRA,2020-05-31,0.002385482390252569,-0.06003142527132178
FRA,2020-06-30,0.00528887589376012,-0.035026593252397355
FRA,2020-07-31,-0.012295070905509773,-0.07839978821466348
FRA,2020-08-31,0.005573795999866232,-0.03328432386629542
FRA,2020-09-30,-0.027238455696337927,-0.06637664217893652
FRA,2020-10-31,-0.028994516129778856,-0.05902524951690098
FRA,2020-11-30,0.09215129865905963,0.12145977235385202
FRA,2020-12-31,0.02153721225804421,-0.02374126419173313
FRA,2021-01-31,-0.002153811801034004,-0.05357734348146038
FRA,2021-02-28,0.019661994165559735,-0.006557589962185782
FRA,2021-03-31,0.004705772705227458,0.004434890562852531
FRA,2021-04-30,-0.001443557440811032,-0.033603285014449896
FRA,2021-05-31,-0.017907795133041,-0.0332808526489213
FRA,2021-06-30,-0.021751351918942705,-0.03336269230416909
FRA,2021-07-31,-0.01740018955828799,-0.03158578735235323
FRA,2021-08-31,0.005664158844708981,-0.021652544343978637
FRA,2021-09-30,-0.017185581275176668,-0.06907634602755797
FRA,2021-10-31,-0.010893055289795112,-0.0014910753351836702
FRA,2021-11-30,-0.028978184898929917,-0.033055901049013056
FRA,2021-12-31,-0.0026121703407820077,0.0017739707293696527
FRA,2022-01-31,-0.022074466939145547,-0.03541852283364728
FRA,2022-02-28,-0.04323737049922886,-0.05665553505842008
FRA,2022-03-31,0.0038571943562139468,-0.02545355673393358
FRA,2022-04-30,-0.028050076974421436,-0.03395963374979176
FRA,2022-05-31,-0.019177367139189255,-0.025894822924609092
FRA,2022-06-30,-0.05632242225340808,-0.12173675903722263
FRA,2022-07-31,-0.0007866736476176016,-0.014050221919179038
FRA,2022-08-31,-0.0133606863396803,-0.08488975378696154
FRA,2022-09-30,-0.08236617352569965,-0.13267206289784264
FRA,2022-10-31,0.0019781177913425914,0.011994405430023867
FRA,2022-11-30,-0.009836477009975314,-0.009110399951123513
FRA,2022-12-31,-0.019443518113279105,-0.07074345294874482
FRA,2023-01-31,0.014648806435312587,0.01610006998505094
FRA,2023-02-28,-0.012318072919636892,-0.02118660929940129
FRA,2023-03-31,-0.04397055541086869,-0.0718743330793066
FRA,2023-04-30,-0.022336873244654127,-0.012215489895600826
FRA,2023-05-31,-0.018299149459802638,-0.0985113745162072
FRA,2023-06-30,-0.011407454375132372,-0.04966383620994399
FRA,2023-07-31,-0.010338684551817799,-0.029220043002809556
FRA,2023-08-31,-0.025562593686532548,-0.023841453375486613
FRA,2023-09-30,-0.057282519451509424,-0.04348819616957662
FRA,2023-10-31,-0.06412770189246338,-0.0742981373002653
FRA,2023-11-30,0.00838763750769975,0.017526350170355472
FRA,2023-12-31,0.0015476339124926857,-0.016545698583182705
FRA,2024-01-31,-0.010461406168841055,-0.03785756456367335
FRA,2024-02-29,-0.03327708084639925,-0.013867878662275145
FRA,2024-03-31,-0.015034510791427582,0.012019281615769664
FRA,2024-04-30,-0.009940442999087924,-0.03081720450694374
FRA,2024-05-31,0.013709514213753703,-0.04130263466893687
FRA,2024-06-30,-0.06785769709243963,-0.08873249495003807
FRA,2024-07-31,0.007087386518871897,0.0019705394152041856
FRA,2024-08-31,-0.009919955719870909,-0.009195270388484748
FRA,2024-09-30,-0.021448526060377945,-0.011098905431988049
FRA,2024-10-31,-0.022434362309385766,-0.05565561786798991
FRA,2024-11-30,-0.03091962872343453,-0.022921078938031737
FRA,2024-12-31,-0.003966883434194315,0.000764765478595389
GBR,2020-03-31,-0.022562370572514687,-0.03135959090593245
GBR,2020-04-30,0.08596657913052193,-0.0657621780749868
GBR,2020-05-31,0.01245380676088863,-0.11434358492189596
GBR,2020-06-30,-0.004288069270867952,-0.1427957887457265
GBR,2020-07-31,-0.008639356680357094,-0.14172514600883
GBR,2020-08-31,0.027974188207408903,-0.10931373885892227
GBR,2020-09-30,-0.029636828109053225,-0.1261940279196677
GBR,2020-10-31,-0.016443407157712094,-0.10988074107353024
GBR,2020-11-30,0.06897235994238445,-0.027534033631013956
GBR,2020-12-31,0.03294579310350947,-0.099582524339204
GBR,2021-01-31,0.0050808812636531225,-0.114211368408868
GBR,2021-02-28,0.01952321100641008,-0.10466242376434147
GBR,2021-03-31,0.0048492883288742865,-0.10607621641886696
GBR,2021-04-30,0.027535940639698334,-0.04654884532677292
GBR,2021-05-31,-0.012823601487176204,-0.15094771584310335
GBR,2021-06-30,-0.019520071444955208,-0.14080697369942902
GBR,2021-07-31,-0.022885629399310922,-0.1101373455093706
GBR,2021-08-31,-0.0029308111875362974,-0.1368801365606648
GBR,2021-09-30,-0.029124805004820647,-0.1434276863256345
GBR,2021-10-31,-0.023363485022338985,-0.1090317635075573
GBR,2021-11-30,-0.04305415677548311,-0.1864730546798212
GBR,2021-12-31,-0.004206341884924175,-0.10368496691024714
GBR,2022-01-31,-0.04343887416016368,-0.16991438252448285
GBR,2022-02-28,-0.05116490045135727,-0.17998906844531207
GBR,2022-03-31,-0.027654855479255454,-0.12246808044966419
GBR,2022-04-30,-0.017091091381804632,-0.150118226913369
GBR,2022-05-31,-0.04531426615544133,-0.15585688471435963
GBR,2022-06-30,-0.0760698122115107,-0.19229420920363843
GBR,2022-07-31,0.004458543023230946,-0.0728122922035433
GBR,2022-08-31,-0.0358625411007034,-0.10939448727616398
GBR,2022-09-30,-0.08226141697695745,-0.12241218932936235
GBR,2022-10-31,-0.011191713390730378,-0.0577625226275458
GBR,2022-11-30,0.012460029111661679,-0.0315936245319299
GBR,2022-12-31,-0.03836630936068168,-0.11116229276448922
GBR,2023-01-31,0.006339022032652475,-0.06292987354154173
GBR,2023-02-28,-0.021485291932809257,-0.061661604871072556
GBR,2023-03-31,-0.05934705429220616,-0.13072705005861893
GBR,2023-04-30,-0.0034353740898209056,-0.10222972587160255
GBR,2023-05-31,-0.03865087902944996,-0.11888809561866014
GBR,2023-06-30,-0.03921140187620398,-0.10925267745140023
GBR,2023-07-31,-0.00564806582641862,-0.06099939841228201
GBR,2023-08-31,-0.03561941767051932,-0.11226965585259054
GBR,2023-09-30,-0.03246159652625426,-0.11798629422873765
GBR,2023-10-31,-0.0624250524914295,-0.16007778255251182
GBR,2023-11-30,0.0015162264188237958,-0.0841340301462246
GBR,2023-12-31,0.015489631096664055,-0.07108382846855532
GBR,2024-01-31,-0.024856463714622114,-0.09831882953191644
GBR,2024-02-29,-0.03395764434350176,-0.1309940153571892
GBR,2024-03-31,-0.023701812049691358,-0.1260469120799489
GBR,2024-04-30,-0.00789690661986157,-0.151913199374945
GBR,2024-05-31,-0.001986495848338035,-0.1468977458526862
