country,datadate,ew_return,vw_return,period
SAU,2021-06-30,0.0563963341252323,0.0071453509524457,Crisis
SAU,2021-07-31,0.0034711952860768,-0.0026478317704006,Crisis
SAU,2021-08-31,-0.0208982359734278,0.0142674591393178,Crisis
SAU,2021-09-30,-0.0027465762876328,0.0233940064791625,Crisis
SAU,2021-10-31,-0.0308572024912405,0.0413699432454721,Crisis
SAU,2021-11-30,-0.1080676966299258,-0.0850362622882845,Crisis
SAU,2021-12-31,0.0301504558220497,0.0373393249379079,Crisis
SAU,2022-01-31,0.0511692338981914,0.0584055518608758,Recovery
SAU,2022-02-28,-0.0300689515137671,0.0858468750789673,Recovery
SAU,2022-03-31,0.0041973086439718,0.0413610353860849,Recovery
SAU,2022-04-30,-0.0125523525087525,0.0429211039032653,Recovery
SAU,2022-05-31,-0.0611800881914997,-0.0739410040453774,Recovery
SAU,2022-06-30,-0.1180762604384096,-0.0827357836953266,Recovery
SAU,2022-07-31,0.0404716981272064,0.0340540559539168,Recovery
SAU,2022-08-31,0.041416857518498,-0.0342387594409369,Recovery
SAU,2022-09-30,-0.0699063339926207,-0.054929184990107,Recovery
SAU,2022-10-31,0.0112876392005099,-0.0097934655146098,Recovery
SAU,2022-11-30,-0.059784637948757,-0.0478160503728883,Recovery
SAU,2022-12-31,-0.0479381741468422,-0.0371980703915582,Recovery
SAU,2023-01-31,0.0672115148714629,0.0280801896747639,Recovery
SAU,2023-02-28,-0.0164560630438464,-0.0408129673352028,Recovery
SAU,2023-03-31,0.0422376936435888,0.0294455219189295,Recovery
SAU,2023-04-30,0.07028689113137,0.1052851460553468,Recovery
SAU,2023-05-31,0.0079914488721887,-0.1030075795799601,Recovery
SAU,2023-06-30,-0.0163893849355102,0.0268504486565667,Recovery
SAU,2023-07-31,-0.0379882264393607,0.0111094655864677,Recovery
SAU,2023-08-31,-0.0308914469297909,0.0463720645554772,Recovery
SAU,2023-09-30,-0.0262307987585074,-0.0102041332189588,Recovery
SAU,2023-10-31,-0.0729954294706724,-0.0410237093264465,Recovery
SAU,2023-11-30,0.0515333632032238,0.0128617467171047,Recovery
SAU,2023-12-31,0.0491186066045762,0.0182546490438166,Recovery
SAU,2024-01-31,0.0059075191819766,-0.0511962167354567,Recovery
SAU,2024-02-29,0.0904690964880997,0.049728813410796,Recovery
SAU,2024-03-31,-0.0009455759512347,-0.0203623499282873,Recovery
SAU,2024-04-30,0.0109089005639482,-0.0132676008960523,Recovery
